ID	ST	Serovar	GC (%)	Total reads	Passed reads (%)	Low quality reads (%)	too many Ns reads (%)	Too short reads (%)	No. of contigs	Placeholders (N) per 100kbp	N50	Total assembled bases	Point Mutations StarAMR	All AMR ARIBA-NCBI	Sample Accession	Run Accession	Collection Year	Source Niche	Source Type	Source Details	Country	Region	Source Lab
SRR7841621	15	Heidelberg	52.03	6022050	96.09	3.88	0.03	0	133	0	160217	5040764	No result	No result	SRS3785767	SRR7841621	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7850509	15	Heidelberg	52.01	5478732	95.84	4.11	0.04	0	126	0	270101	5064964	No result	No result	SRS3787592	SRR7850509	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7850526	15	Heidelberg	51.91	3126722	97.62	2.33	0.04	0	182	0	201813	5075963	No result	No result	SRS3787609	SRR7850526	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7850573	15	Heidelberg	52.08	1954646	96.3	3.66	0.04	0	120	0	187804	5018489	No result	No result	SRS3787656	SRR7850573	2018	Food	Poultry	Chicken - Fresh Whole	Brazil (import)	NA	UK Health Security Agency
SRR7850613	15	Heidelberg	51.92	3470504	97.64	2.31	0.05	0	175	0	214692	5080111	No result	No result	SRS3787696	SRR7850613	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7850703	Unknown	Heidelberg	52.02	12088750	96.13	3.84	0.03	0	128	0	229521	4996559	No result	No result	SRS3787786	SRR7850703	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7866922	Unknown	Heidelberg	52.03	4594932	97.23	2.72	0.05	0	112	0	189518	5054451	No result	No result	SRS3791863	SRR7866922	2018	Food	Poultry	Chicken - Fresh Whole	Brazil (import)	NA	UK Health Security Agency
SRR7867011	Unknown	Heidelberg	52.03	4222306	94.79	5.17	0.04	0	120	0	197263	5041278	No result	No result	SRS3791953	SRR7867011	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7867017	15	Heidelberg	51.92	5186268	96.7	3.25	0.05	0	171	0	197236	5127069	No result	No result	SRS3791959	SRR7867017	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7867129	Unknown	Heidelberg	52	4886648	97.06	2.88	0.06	0	146	0	197640	5073847	No result	No result	SRS3792070	SRR7867129	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7867158	Unknown	Heidelberg	52.01	5332756	95.99	3.96	0.04	0	122	0	202962	5065318	No result	No result	SRS3792100	SRR7867158	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7867306	15	Heidelberg	52.06	4763056	96.94	3.03	0.03	0	106	0	229762	5013534	No result	No result	SRS3792210	SRR7867306	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7873893	15	Heidelberg	52.07	4439894	96.51	3.43	0.06	0	116	0	161682	4968303	No result	No result	SRS3798546	SRR7873893	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7873916	Unknown	Heidelberg	52	4089374	94.76	5.19	0.05	0	117	0	342238	5069396	No result	No result	SRS3798568	SRR7873916	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7873918	15	Heidelberg	52.1	2631038	97.39	2.58	0.02	0	109	0	198018	4940916	No result	No result	SRS3798571	SRR7873918	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7879366	15	Heidelberg	52.01	3396952	97.93	2.04	0.03	0	121	0	156316	5062225	No result	No result	SRS3803532	SRR7879366	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7879475	15	Heidelberg	52.09	5612988	95.21	4.75	0.04	0	145	0	146328	4935589	No result	No result	SRS3803638	SRR7879475	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7890500	548	Minnesota	52.19	3389324	96.7	3.12	0.18	0	150	0	145766	4755765	No result	No result	SRS3811551	SRR7890500	2017	Food	Poultry	Raw chicken	Brazil (import)	NA	UK Health Security Agency
SRR7892139	15	Heidelberg	52	2308124	94.44	5.55	0.01	0	132	0	178068	5068598	No result	No result	SRS3812148	SRR7892139	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7892265	15	Heidelberg	52.04	3774106	93.8	6.19	0.01	0	109	0	217789	5019703	No result	No result	SRS3812271	SRR7892265	2017	Food	Poultry	Frozen boneless skinless chicken breast in halves salted 1.2 -1.6%	Brazil (import)	NA	UK Health Security Agency
SRR7902634	548	Minnesota	52.21	2442070	96.16	3.77	0.08	0	126	0	184970	4846693	No result	No result	SRS3820814	SRR7902634	2017	Food	Poultry	salted chicken	Brazil (import)	NA	UK Health Security Agency
SRR7902694	15	Heidelberg	52.06	2790946	93.49	3.38	0	0	116	0	197178	4970770	No result	No result	SRS3820873	SRR7902694	2017	Food	ND	food	United Kingdom	NA	UK Health Security Agency
SRR7911440	Unknown	Heidelberg	52.08	3084212	98.05	1.92	0.02	0	131	0	197475	4985426	No result	No result	SRS3827407	SRR7911440	2018	Food	Poultry	Chicken - Fresh Whole	Brazil (import)	NA	UK Health Security Agency
SRR7911511	15	Heidelberg	52.01	5536598	97.13	2.82	0.04	0	131	0	234803	5066597	No result	No result	SRS3827476	SRR7911511	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7962120	Unknown	Heidelberg	52.17	1273796	94.88	5.11	0.01	0	150	0	99383	4996130	No result	No result	SRS3874929	SRR7962120	2018	Food	Poultry	Chicken - Fresh Whole	Brazil (import)	NA	UK Health Security Agency
SRR7962183	15	Heidelberg	52.08	3816560	96.71	3.28	0	0	108	0	197475	4983965	No result	No result	SRS3874992	SRR7962183	2018	Food	Poultry	Chicken - Fresh Whole	Brazil (import)	NA	UK Health Security Agency
SRR7962252	548	Minnesota	52.15	2194234	93.56	6.43	0.01	0	166	0	157020	4906027	No result	No result	SRS3875061	SRR7962252	2017	Food	Poultry	salted chicken	Brazil (import)	NA	UK Health Security Agency
SRR7962257	15	Heidelberg	52.04	3487932	95.44	4.55	0	0	147	0	253428	5048347	No result	No result	SRS3875066	SRR7962257	2018	Food	Poultry	Chicken - Fresh Whole	Brazil (import)	NA	UK Health Security Agency
SRR7996744	Unknown	Heidelberg	51.85	2711572	92.57	7.41	0.02	0	152	0	161672	5233625	No result	No result	SRS3899215	SRR7996744	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7996762	Unknown	Heidelberg	51.88	2925752	96.03	3.93	0.04	0	139	0	138236	5060089	No result	No result	SRS3899232	SRR7996762	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7998248	15	Heidelberg	52.03	4591870	95.51	4.45	0.04	0	146	0	216661	5015659	No result	No result	SRS3899690	SRR7998248	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR7998256	15	Heidelberg	52.03	4912516	94.35	5.62	0.03	0	110	0	256810	5020051	No result	No result	SRS3899698	SRR7998256	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8084194	Unknown	Heidelberg	52.02	2132326	98.02	1.94	0.04	0	137	0	215036	5015022	No result	No result	SRS3956963	SRR8084194	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8087134	15	Heidelberg	52.03	3009168	95.64	4.34	0.02	0	132	0	196031	5117915	No result	No result	SRS3959468	SRR8087134	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8087195	Unknown	Heidelberg	52.06	3216792	95.28	4.68	0.04	0	113	0	234803	4965297	No result	No result	SRS3959526	SRR8087195	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8087216	15	Heidelberg	52.04	3664050	96.18	3.8	0.02	0	136	0	170875	5119489	No result	No result	SRS3959547	SRR8087216	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8097937	15	Heidelberg	52.04	2912208	97.63	2.35	0.02	0	126	0	214732	5119134	No result	No result	SRS3970017	SRR8097937	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8106746	15	Heidelberg	52.04	2508026	97.35	2.62	0.02	0	131	0	216665	5120392	No result	No result	SRS3977994	SRR8106746	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8106756	15	Heidelberg	52.09	3014010	97.96	2	0.04	0	118	0	171996	4954936	No result	No result	SRS3978004	SRR8106756	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8116968	Unknown	Heidelberg	52.03	2355436	95.24	4.64	0.12	0	107	0	234802	4980784	No result	No result	SRS3985993	SRR8116968	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8116986	15	Heidelberg	52.01	3231590	92.53	7.36	0.11	0	127	0	169336	4974429	No result	No result	SRS3986011	SRR8116986	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8116991	15	Heidelberg	52.03	3402168	95.04	4.85	0.11	0	106	0	234802	4980033	No result	No result	SRS3986016	SRR8116991	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8137377	15	Heidelberg	52.03	3211752	96.31	3.69	0	0	110	0	208061	5075115	No result	No result	SRS3998275	SRR8137377	2018	Food	Poultry	Chicken - Fresh Whole	Brazil (import)	NA	UK Health Security Agency
SRR8149137	15	Heidelberg	52.01	3032986	94.57	5.32	0.11	0	131	0	159450	4974943	No result	No result	SRS4008527	SRR8149137	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8149190	15	Heidelberg	51.99	3577620	98.88	1.09	0.03	0	137	0	178532	5067612	No result	No result	SRS4008578	SRR8149190	2018	Food	Poultry	Chicken Pieces - Fresh	Brazil (import)	NA	UK Health Security Agency
SRR8149386	Unknown	Heidelberg	52.05	3301990	98.94	1.03	0.02	0	131	0	201586	4962019	No result	No result	SRS4008679	SRR8149386	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8149391	Unknown	Heidelberg	52.02	3960244	95.89	3.99	0.12	0	147	0	184732	5026359	No result	No result	SRS4008681	SRR8149391	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8149396	15	Heidelberg	52.03	5949362	93.29	6.68	0.03	0	99	0	253714	4990129	No result	No result	SRS4008688	SRR8149396	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8166210	15	Heidelberg	52.05	1989368	98.7	1.28	0.02	0	118	0	156309	4956690	No result	No result	SRS4023708	SRR8166210	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8166239	15	Heidelberg	52.02	5865454	92.14	7.85	0.01	0	111	0	196039	4971503	No result	No result	SRS4023738	SRR8166239	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8166251	15	Heidelberg	52.01	5508430	97.11	2.87	0.02	0	132	0	160217	5028875	No result	No result	SRS4023749	SRR8166251	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8181668	15	Heidelberg	52.06	10240298	86.83	13.16	0.02	0	117	0	196032	4964460	No result	No result	SRS4036343	SRR8181668	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8182966	Unknown	Heidelberg	52.06	7694108	83.91	16.08	0.01	0	109	0	234803	4964260	No result	No result	SRS4037340	SRR8182966	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8183079	Unknown	Heidelberg	52	6092024	81.02	18.97	0.01	0	145	0	171963	5071701	No result	No result	SRS4037453	SRR8183079	2018	Food	Poultry	Chicken Pieces - Fresh	Brazil (import)	NA	UK Health Security Agency
SRR8184523	15	Heidelberg	52.06	4093184	86.03	13.95	0.01	0	115	0	232666	4966528	No result	No result	SRS4038870	SRR8184523	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8201801	15	Heidelberg	52.03	3171618	96.01	3.95	0.04	0	107	0	235590	4949469	No result	No result	SRS4053942	SRR8201801	2018	Food	Poultry	Chicken - Frozen Whole	Brazil (import)	NA	UK Health Security Agency
SRR8201851	548	Minnesota	52.15	4436622	97.69	2.26	0.05	0	167	0	166432	4913240	No result	No result	SRS4053992	SRR8201851	2018	Food	Poultry	Chicken - Frozen Whole	Brazil (import)	NA	UK Health Security Agency
SRR8204033	Unknown	Heidelberg	52.03	2708286	93.5	6.48	0.02	0	113	0	197640	5019508	No result	No result	SRS4055267	SRR8204033	2018	Food	Poultry	Frozen chicken	Brazil (import)	NA	UK Health Security Agency
SRR8204038	15	Heidelberg	52.15	4801374	95.83	4.15	0.02	0	131	0	269854	4968945	No result	No result	SRS4055272	SRR8204038	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8204046	Unknown	Heidelberg	51.9	4647236	92.75	7.22	0.02	0	143	0	160423	5046003	No result	No result	SRS4055280	SRR8204046	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8204047	15	Heidelberg	52.1	4379310	95.21	4.77	0.02	0	123	0	138166	4938766	No result	No result	SRS4055281	SRR8204047	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8204757	Unknown	Heidelberg	52.01	4041164	96.8	3.17	0.02	0	127	0	186453	5028222	No result	No result	SRS4055793	SRR8204757	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8204775	15	Heidelberg	52.05	4275114	95.43	4.55	0.02	0	120	0	161697	4942908	No result	No result	SRS4055811	SRR8204775	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8258034	Unknown	Heidelberg	52.08	2067976	97.75	2.21	0.04	0	122	0	161692	4914207	No result	No result	SRS4088851	SRR8258034	2018	Food	Poultry	salted chicken	Brazil (import)	NA	UK Health Security Agency
SRR8269048	15	Heidelberg	52.07	3024360	91.13	8.85	0.02	0	123	0	160423	5021835	No result	No result	SRS4098313	SRR8269048	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8269067	15	Heidelberg	52.04	4265550	96.77	3.22	0.01	0	117	0	234547	5015262	No result	No result	SRS4098332	SRR8269067	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8269085	15	Heidelberg	52.08	5177528	96.88	3.12	0.01	0	107	0	276114	4938074	No result	No result	SRS4098350	SRR8269085	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8272515	15	Heidelberg	52.04	2077728	96.99	2.97	0.04	0	104	0	235036	4987863	No result	No result	SRS4100949	SRR8272515	2018	Food	Poultry	salted chicken	Brazil (import)	NA	UK Health Security Agency
SRR8272619	15	Heidelberg	52.04	4701280	89.23	10.66	0.11	0	115	0	216710	4988589	No result	No result	SRS4101053	SRR8272619	2018	Food	Poultry	salted chicken	Brazil (import)	NA	UK Health Security Agency
SRR8325581	15	Heidelberg	52.07	3136678	94.99	4.97	0.04	0	164	0	216661	4998412	No result	No result	SRS4149693	SRR8325581	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8325586	Unknown	Minnesota	52.17	4008278	95.13	4.82	0.04	0	119	0	166425	4811830	No result	No result	SRS4149698	SRR8325586	2018	Food	Poultry	salted chicken	Brazil (import)	NA	UK Health Security Agency
SRR8333790	15	Heidelberg	52.03	5247686	97.3	2.65	0.04	0	113	0	253714	5040465	No result	No result	SRS4155688	SRR8333790	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8361487	15	Heidelberg	52	6278542	96.74	3.23	0.04	0	129	0	253419	5066992	No result	No result	SRS4179611	SRR8361487	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8367054	15	Heidelberg	51.93	4498128	95.48	4.48	0.04	0	166	0	199210	5117294	No result	No result	SRS4184638	SRR8367054	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8382001	15	Heidelberg	51.91	2178920	96.14	3.82	0.04	0	160	0	215000	5076205	No result	No result	SRS4198011	SRR8382001	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8405192	15	Heidelberg	52.04	2307306	97.03	2.93	0.04	0	109	0	197980	5097502	No result	No result	SRS4220945	SRR8405192	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8427103	15	Heidelberg	51.99	2345618	96.02	3.86	0.11	0	111	0	178590	5065446	No result	No result	SRS4238793	SRR8427103	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8438016	15	Heidelberg	52	3620902	97.25	2.72	0.03	0	115	0	268681	5018499	No result	No result	SRS4247852	SRR8438016	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8438040	15	Heidelberg	51.89	5392796	97.43	2.53	0.03	0	142	0	196032	5097359	No result	No result	SRS4248031	SRR8438040	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8441126	15	Heidelberg	52.01	7525112	95.96	3.97	0.06	0	122	0	181601	5034505	No result	No result	SRS4250640	SRR8441126	2018	Food	Poultry	Chicken - Frozen Whole	Brazil (import)	NA	UK Health Security Agency
SRR8445021	Unknown	Heidelberg	51.89	3183296	97.74	2.23	0.03	0	131	0	168195	5096039	No result	No result	SRS4253860	SRR8445021	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8452322	15	Heidelberg	51.89	4170270	97.55	2.42	0.03	0	126	0	224545	5096416	No result	No result	SRS4260143	SRR8452322	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8484234	15	Heidelberg	52.01	9351406	87.45	12.54	0.02	0	126	0	169336	4974734	No result	No result	SRS4288474	SRR8484234	2018	Food	Poultry	Chicken Pieces - Fresh	Brazil (import)	NA	UK Health Security Agency
SRR8485188	Unknown	Heidelberg	51.78	7398004	95.68	4.28	0.04	0	163	0	192329	5267052	No result	No result	SRS4289395	SRR8485188	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8490706	15	Heidelberg	52.05	3087476	97.08	2.57	0.35	0	111	0	215026	5005451	No result	No result	SRS4294439	SRR8490706	2018	Food	Poultry	Chicken - Fresh Whole	Brazil (import)	NA	UK Health Security Agency
SRR8490731	15	Heidelberg	52.03	4609184	93.47	6.49	0.04	0	100	0	203007	5039251	No result	No result	SRS4294464	SRR8490731	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8490749	Unknown	Heidelberg	52.09	3020080	96.82	3.14	0.04	0	129	0	151149	4954214	No result	No result	SRS4294482	SRR8490749	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8490781	15	Heidelberg	52.15	3082414	94.77	5.22	0.02	0	135	0	234547	4970098	No result	No result	SRS4294514	SRR8490781	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8490815	15	Heidelberg	51.99	5408020	92.62	7.36	0.02	0	153	0	196044	5162759	No result	No result	SRS4294547	SRR8490815	2018	Food	Poultry	Chicken - Fresh Whole	Brazil (import)	NA	UK Health Security Agency
SRR8490839	15	Heidelberg	52.04	5062868	94.66	5.29	0.05	0	109	0	217789	4989382	No result	No result	SRS4294571	SRR8490839	2018	Food	Poultry	salted chicken	Brazil (import)	NA	UK Health Security Agency
SRR8492287	Unknown	Heidelberg	52	4036934	96.25	3.74	0.01	0	119	0	253380	5074511	No result	No result	SRS4295894	SRR8492287	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8492338	15	Heidelberg	52	3201122	96.57	3.3	0.13	0	144	0	184248	5065448	No result	No result	SRS4295945	SRR8492338	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8492356	15	Heidelberg	52.05	1974326	96.75	3.23	0.02	0	106	0	197639	4959655	No result	No result	SRS4295963	SRR8492356	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8492388	15	Heidelberg	52.04	5010732	96.97	2.99	0.04	0	137	0	197595	5022922	No result	No result	SRS4295994	SRR8492388	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8492398	Unknown	Heidelberg	52.01	2141752	96.33	3.65	0.02	0	135	0	234803	5067504	No result	No result	SRS4296004	SRR8492398	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8492418	15	Heidelberg	52.04	4409266	97.22	2.74	0.04	0	134	0	217789	5012255	No result	No result	SRS4296024	SRR8492418	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8499033	15	Heidelberg	52	3229950	96.79	3.07	0.13	0	133	0	253419	5065809	No result	No result	SRS4301050	SRR8499033	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8499341	Unknown	Heidelberg	52.04	4055246	96.12	3.85	0.04	0	135	0	216594	5029246	No result	No result	SRS4301355	SRR8499341	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8509076	Unknown	Infantis	52.12	2577476	92.84	7.16	0	0	173	0	180506	4990334	No result	No result	SRS4309944	SRR8509076	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8514524	15	Heidelberg	52.29	2132774	97.28	2.71	0.01	0	309	0	34602	4877469	No result	No result	SRS4313988	SRR8514524	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8514757	15	Heidelberg	52.08	2320074	96.8	3.17	0.03	0	125	0	197235	4926563	No result	No result	SRS4314195	SRR8514757	2018	Food	Poultry	salted chicken	Brazil (import)	NA	UK Health Security Agency
SRR8515711	15	Heidelberg	52.2	1850952	93.7	6.29	0.01	0	175	0	89249	4982105	No result	No result	SRS4315115	SRR8515711	2018	Food	Poultry	Chicken - Fresh Whole	Brazil (import)	NA	UK Health Security Agency
SRR8515738	15	Heidelberg	52.01	3873180	97.75	2.23	0.02	0	111	0	160582	5060438	No result	No result	SRS4315141	SRR8515738	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8515740	15	Heidelberg	52.08	2512442	96.86	3.1	0.03	0	123	0	179712	4925949	No result	No result	SRS4315143	SRR8515740	2018	Food	Poultry	salted chicken	Brazil (import)	NA	UK Health Security Agency
SRR8515743	15	Heidelberg	52.06	8424472	93.53	6.46	0.01	0	115	0	256969	4974718	No result	No result	SRS4315229	SRR8515743	2018	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8517829	15	Heidelberg	51.83	3919976	97.96	2	0.04	0	135	0	157867	5174243	No result	No result	SRS4317141	SRR8517829	2017	Food	Poultry	salted chicken	Brazil (import)	NA	UK Health Security Agency
SRR8517830	15	Heidelberg	52.06	4863396	97.74	2.22	0.04	0	111	0	248711	4964033	No result	No result	SRS4317142	SRR8517830	2017	Food	Poultry	salted chicken	Brazil (import)	NA	UK Health Security Agency
SRR8517831	15	Heidelberg	52.03	4105190	94.46	5.37	0.17	0	124	0	196040	5010489	No result	No result	SRS4317143	SRR8517831	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8517832	15	Heidelberg	52.02	3815444	94.16	5.84	0.01	0	107	0	253428	4912735	No result	No result	SRS4317144	SRR8517832	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8517833	15	Heidelberg	52.04	4472694	97.32	2.62	0.06	0	161	0	109491	5111564	No result	No result	SRS4317145	SRR8517833	2017	Food	Poultry	salted chicken	Brazil (import)	NA	UK Health Security Agency
SRR8517834	Unknown	Heidelberg	52.02	2865204	97.94	2.04	0.02	0	103	0	184208	4996918	No result	No result	SRS4317146	SRR8517834	2017	Food	Poultry	Frozen Raw Frozen Boneless Skinless Chicken Breast In Halves (salted 1.2%-1.6%)	Brazil (import)	NA	UK Health Security Agency
SRR8517835	15	Heidelberg	52.08	4106516	80.31	19.68	0	0	158	0	180980	5034857	No result	No result	SRS4317147	SRR8517835	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8517836	Unknown	Heidelberg	52.01	3390590	96.02	3.8	0.18	0	124	0	196040	5049446	No result	No result	SRS4317148	SRR8517836	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8517837	Unknown	Give	52.21	3772338	93.5	6.49	0.02	0	122	0	191637	4620852	No result	No result	SRS4317149	SRR8517837	2015	Food	Swine	Pigs ears	Brazil (import)	NA	UK Health Security Agency
SRR8517838	15	Heidelberg	51.94	3916726	80.57	19.42	0.01	0	129	0	197335	5127464	No result	No result	SRS4317150	SRR8517838	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
SRR8517839	15	Heidelberg	52.05	3845004	90.96	9.01	0.02	0	119	0	253714	4993445	No result	No result	SRS4317151	SRR8517839	2017	Food	Poultry	salted chicken	Brazil (import)	NA	UK Health Security Agency
SRR8517840	548	Minnesota	52.21	3295448	92.93	7.03	0.04	0	144	0	184970	4845950	No result	No result	SRS4317152	SRR8517840	2017	Food	Poultry	Frozen Chicken Half Breast Bless Sless Without Inner Fillet Salted	Brazil (import)	NA	UK Health Security Agency
SRR8517841	15	Heidelberg	52.04	4078050	98.5	1.46	0.04	0	110	0	193850	5007956	No result	No result	SRS4317153	SRR8517841	2017	Food	Poultry	Raw chicken	Brazil (import)	NA	UK Health Security Agency
SRR8517842	548	Minnesota	52.21	3773722	93.65	6.3	0.06	0	142	0	179742	4846167	No result	No result	SRS4317154	SRR8517842	2017	Food	Poultry	salted chicken	Brazil (import)	NA	UK Health Security Agency
SRR8517843	15	Heidelberg	52.03	4051574	94.03	5.96	0.01	0	125	0	232801	5015480	No result	No result	SRS4317155	SRR8517843	2017	Food	Poultry	Chicken Pieces - Frozen	Brazil (import)	NA	UK Health Security Agency
